N;City;Route;Trap code;Name GPS;Date of reading;Entidad que realizo la lectura;Epoca cultivo;Red;Black;RedBlack;Pluviometric_day;Humidity;Maximum_temperature;Observaciones;crop stage 
8195;Cerete;CereteSanPelayoChima;23-686-288;CereteSanPelayoChima-11;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;6;6;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
10827;Cotorra;Cotorrra;23-300-324;Cotorrra-24;28/09/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
10934;Monteria;Monteriia;23-001-359;Monteriia-14;15/10/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;33,49333333;Trampa en buen estado.;establecimiento de cultivo
11003;Lorica;Loorica;23-417-338;Loorica-15;15/10/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;8,853333333;78,65116279;34,16;Trampa en buen estado.;establecimiento de cultivo
8239;Cerete;CereteSanPelayo;23-162-283;CereteSanPelayo-7;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;6;6;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8236;Cerete;CereteSanPelayo;23-162-280;CereteSanPelayo-4;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;5;5;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8247;Cerete;CereteSanPelayo;23-686-268;CereteSanPelayo-16;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;5;5;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
11077;Valencia;Valeencia;23-855-382;Valeencia-22;30/10/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;2,8;;;Trampa en buen estado.;establecimiento de cultivo
11103;Cotorra;Cotorrra;23-300-324;Cotorrra-24;30/10/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
11141;Monteria;Monteriia;23-001-362;Monteriia-18;30/10/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;33,2125;Trampa en buen estado.;establecimiento de cultivo
8173;Cerete;CereteCienaga;23-189-216;CereteCienaga-13;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;4;4;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8218;Cerete;CereteSancarlos;23-678-239;CereteSancarlos-11;27/03/2015;ICA(Instituto Colombiano Agropecuario);veda;0;4;4;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8235;Cerete;CereteSanPelayo;23-162-279;CereteSanPelayo-3;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;4;4;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8252;Cerete;CereteSanPelayo;23-686-274;CereteSanPelayo-21;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;4;4;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8240;Cerete;CereteSanPelayo;23-162-284;CereteSanPelayo-8;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;3;3;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
11224;Cotorra;Cotorrra;23-300-310;Cotorrra-11;13/11/2015;ICA(Instituto Colombiano Agropecuario);veda;0;1;1;;;;;establecimiento de cultivo
8161;Cerete;CereteCienaga;23-162-231;CereteCienaga-4;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;2;2;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8175;Cerete;CereteCienaga;23-189-218;CereteCienaga-15;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;1;2;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8187;Cerete;CereteSanPelayoChima;23-162-295;CereteSanPelayoChima-2;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;0;2;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8182;Cerete;CereteCienaga;23-189-226;CereteCienaga-22;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
11321;Monteria;Monteriia;23-001-368;Monteriia-7;13/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;32,85714286;Trampa en buen estado.;establecimiento de cultivo
8219;Cerete;CereteSancarlos;23-678-240;CereteSancarlos-12;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8234;Cerete;CereteSanPelayo;23-162-272;CereteSanPelayo-2;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8242;Cerete;CereteSanPelayo;23-686-263;CereteSanPelayo-10;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8245;Cerete;CereteSanPelayo;23-686-266;CereteSanPelayo-13;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8251;Cerete;CereteSanPelayo;23-686-273;CereteSanPelayo-20;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8254;Cerete;CereteSanPelayo;23-686-276;CereteSanPelayo-23;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
11366;Valencia;Valeencia;23-855-374;Valeencia-12;13/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;5,08;;;Trampa en buen estado.;establecimiento de cultivo
11376;Lorica;Loorica;23-417-333;Loorica-1;13/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;4,2;82,30232558;32,89333333;Trampa en buen estado.;establecimiento de cultivo
11389;Lorica;Loorica;23-417-339;Loorica-16;13/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;4,2;82,30232558;32,89333333;Trampa en buen estado.;establecimiento de cultivo
11392;Lorica;Loorica;23-300-342;Loorica-19;13/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;4,2;82,30232558;32,89333333;Trampa en buen estado.;establecimiento de cultivo
11397;Lorica;Loorica;23-300-348;Loorica-24;13/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;4,2;82,30232558;32,89333333;Trampa en buen estado.;establecimiento de cultivo
11398;Lorica;Loorica;23-300-349;Loorica-25;13/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;4,2;82,30232558;32,89333333;Trampa en buen estado.;establecimiento de cultivo
8158;Cerete;CereteCienaga;23-162-212;CereteCienaga-1;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8159;Cerete;CereteCienaga;23-162-223;CereteCienaga-2;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
11433;Lorica;Loorica;23-417-338;Loorica-15;30/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;3,6;82,26190476;32,62666667;Trampa en buen estado.;establecimiento de cultivo
11434;Lorica;Loorica;23-417-339;Loorica-16;30/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;3,6;82,26190476;32,62666667;Trampa en buen estado.;establecimiento de cultivo
8160;Cerete;CereteCienaga;23-162-230;CereteCienaga-3;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
11513;Cotorra;Cotorrra;23-686-320;Cotorrra-20;30/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
11515;Cotorra;Cotorrra;23-686-322;Cotorrra-22;30/11/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
8162;Cerete;CereteCienaga;23-189-232;CereteCienaga-5;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8163;Cerete;CereteCienaga;23-189-232;CereteCienaga-5;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
11590;Lorica;Loorica;23-417-337;Loorica-14;15/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;2,886666667;80,69047619;33,85333333;Trampa en buen estado.;establecimiento de cultivo
11602;Valencia;Valeencia;23-855-371;Valeencia-1;15/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
11604;Valencia;Valeencia;23-855-385;Valeencia-3;15/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
8164;Cerete;CereteCienaga;23-189-233;CereteCienaga-6;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8165;Cerete;CereteCienaga;23-189-234;CereteCienaga-7;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8166;Cerete;CereteCienaga;23-189-235;CereteCienaga-8;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8167;Cerete;CereteSanPelayo;23-162-285;CereteSanPelayo-9;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
11636;Valencia;Valeencia;23-855-373;Valeencia-11;15/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
11638;Valencia;Valeencia;23-855-375;Valeencia-14;15/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
11641;Valencia;Valeencia;23-855-378;Valeencia-19;15/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
11644;Valencia;Valeencia;23-855-382;Valeencia-22;15/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
8168;Cerete;CereteCienaga;23-189-213;CereteCienaga-10;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
11707;Cotorra;Cotorrra;23-686-309;Cotorrra-10;15/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;Maiz
11763;Lorica;Loorica;23-417-333;Loorica-1;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,36875;82,9787234;32,3375;Trampa en buen estado.;establecimiento de cultivo
11767;Lorica;Loorica;23-417-352;Loorica-6;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,36875;82,9787234;32,3375;Trampa en buen estado.;establecimiento de cultivo
11771;Lorica;Loorica;23-417-334;Loorica-10;30/12/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,36875;82,9787234;32,3375;Trampa en buen estado.;establecimiento de cultivo
8169;Cerete;CereteCienaga;23-189-236;CereteCienaga-9;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8172;Cerete;CereteCienaga;23-189-215;CereteCienaga-12;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8174;Cerete;CereteCienaga;23-189-217;CereteCienaga-14;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8176;Cerete;CereteCienaga;23-189-219;CereteCienaga-16;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8177;Cerete;CereteCienaga;23-189-220;CereteCienaga-17;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8178;Cerete;CereteCienaga;23-189-221;CereteCienaga-18;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8179;Cerete;CereteCienaga;23-189-222;CereteCienaga-19;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
11947;Lorica;Loorica;23-417-354;Loorica-8;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11951;Lorica;Loorica;23-417-336;Loorica-12;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
11952;Lorica;Loorica;23-417-337;Loorica-14;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;82,66666667;32,62857143;Trampa en buen estado.;establecimiento de cultivo
8180;Cerete;CereteCienaga;23-189-224;CereteCienaga-20;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8181;Cerete;CereteCienaga;23-189-225;CereteCienaga-21;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8183;Cerete;CereteCienaga;23-189-227;CereteCienaga-23;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8184;Cerete;CereteCienaga;23-189-228;CereteCienaga-24;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
12009;Cotorra;Cotorrra;23-300-329;Cotorrra-6;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
12027;Cotorra;Cotorrra;23-300-324;Cotorrra-24;15/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
8185;Cerete;CereteCienaga;23-189-229;CereteCienaga-25;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8190;Cerete;CereteSanPelayoChima;23-686-304;CereteSanPelayoChima-6;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8191;Cerete;CereteSanPelayoChima;23-686-305;CereteSanPelayoChima-7;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8194;Cerete;CereteSanPelayoChima;23-686-287;CereteSanPelayoChima-10;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8198;Cerete;CereteSanPelayoChima;23-686-291;CereteSanPelayoChima-14;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
12150;Cotorra;Cotorrra;23-300-308;Cotorrra-1;29/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;Maiz
12181;Lorica;Loorica;23-417-354;Loorica-8;29/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;76,9787234;36,0875;Trampa en buen estado.;Maiz
12183;Lorica;Loorica;23-417-334;Loorica-10;29/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;76,9787234;36,0875;Trampa en buen estado.;Maiz
12217;Valencia;Valeencia;23-855-387;Valeencia-5;29/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,6375;;;Trampa en buen estado.;Maiz
12219;Valencia;Valeencia;23-855-389;Valeencia-7;29/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,6375;;;Trampa en buen estado.;Maiz
12226;Valencia;Valeencia;23-855-376;Valeencia-16;29/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,6375;;;Trampa en buen estado.;establecimiento de cultivo
12229;Valencia;Valeencia;23-855-380;Valeencia-20;29/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,6375;;;Trampa en buen estado.;establecimiento de cultivo
8201;Cerete;CereteSanPelayoChima;23-686-294;CereteSanPelayoChima-19;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8202;Cerete;CereteSanPelayoChima;23-300-296;CereteSanPelayoChima-20;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8203;Cerete;CereteSanPelayoChima;23-686-297;CereteSanPelayoChima-21;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8205;Cerete;CereteSanPelayoChima;23-686-299;CereteSanPelayoChima-23;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8211;Cerete;CereteSancarlos;23-162-256;CereteSancarlos-4;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8212;Cerete;CereteSancarlos;23-162-257;CereteSancarlos-5;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8213;Cerete;CereteSancarlos;23-162-258;CereteSancarlos-6;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8214;Cerete;CereteSancarlos;23-189-259;CereteSancarlos-7;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
12311;Valencia;Valeencia;23-855-386;Valeencia-4;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12317;Valencia;Valeencia;23-855-372;Valeencia-10;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12321;Valencia;Valeencia;23-855-376;Valeencia-16;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12322;Valencia;Valeencia;23-855-376;Valeencia-16;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12327;Valencia;Valeencia;23-855-382;Valeencia-22;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12328;Valencia;Valeencia;23-855-383;Valeencia-23;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
12329;Valencia;Valeencia;23-855-384;Valeencia-24;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;;;Trampa en buen estado.;establecimiento de cultivo
8215;Cerete;CereteSancarlos;23-162-260;CereteSancarlos-8;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8216;Cerete;CereteSancarlos;23-678-261;CereteSancarlos-9;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8220;Cerete;CereteSancarlos;23-678-241;CereteSancarlos-13;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8221;Cerete;CereteSancarlos;23-678-242;CereteSancarlos-14;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
12391;Monteria;Monteriia;23-001-359;Monteriia-14;15/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;2,413333333;;34,61333333;Trampa en buen estado.;establecimiento de cultivo
12480;Lorica;Loorica;23-417-333;Loorica-1;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;86,56097561;32,71666667;Trampa en buen estado.;establecimiento de cultivo
12491;Lorica;Loorica;23-417-337;Loorica-14;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;86,56097561;32,71666667;Trampa en buen estado.;establecimiento de cultivo
8222;Cerete;CereteSancarlos;23-678-243;CereteSancarlos-15;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8223;Cerete;CereteSancarlos;23-678-244;CereteSancarlos-16;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
12577;Cotorra;Cotorrra;23-300-308;Cotorrra-1;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
12581;Cotorra;Cotorrra;23-300-328;Cotorrra-5;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
12584;Cotorra;Cotorrra;23-300-331;Cotorrra-8;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
12601;Cotorra;Cotorrra;23-417-325;Cotorrra-25;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;;;;Trampa en buen estado.;establecimiento de cultivo
8224;Cerete;CereteSancarlos;23-678-245;CereteSancarlos-17;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
12624;Valencia;Valeencia;23-855-371;Valeencia-1;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,4;;;Trampa en buen estado.;establecimiento de cultivo
12633;Valencia;Valeencia;23-855-391;Valeencia-9;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,4;;;Trampa en buen estado.;establecimiento de cultivo
12645;Valencia;Valeencia;23-855-384;Valeencia-24;29/02/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0,4;;;Trampa en buen estado.;establecimiento de cultivo
8225;Cerete;CereteSancarlos;23-678-246;CereteSancarlos-18;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
12679;Lorica;Loorica;23-417-334;Loorica-10;14/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;88,95454545;33,13333333;Trampa en buen estado.;establecimiento de cultivo
12692;Lorica;Loorica;23-300-348;Loorica-24;14/03/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;1;1;0;88,95454545;33,13333333;Trampa en buen estado.;establecimiento de cultivo
8226;Cerete;CereteSancarlos;23-678-247;CereteSancarlos-19;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8228;Cerete;CereteSancarlos;23-678-250;CereteSancarlos-21;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8229;Cerete;CereteSancarlos;23-678-251;CereteSancarlos-22;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8230;Cerete;CereteSancarlos;23-678-252;CereteSancarlos-23;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8231;Cerete;CereteSancarlos;23-162-253;CereteSancarlos-24;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8233;Cerete;CereteSanPelayo;23-162-262;CereteSanPelayo-1;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
8237;Cerete;CereteSanPelayo;23-162-281;CereteSanPelayo-5;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;0;0;0;72,82222222;34,775;Trampa en buen Estado.;establecimiento de cultivo
