N;City;Route;Trap code;Name GPS;Date of reading;Entidad que realizo la lectura;Epoca cultivo;Red;Black;RedBlack;Pluviometric_day;Humidity;Maximum_temperature;Observaciones;crop stage
259;Cerete;ceresanpela2;23-686-66;cereSanpela2-16;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;9;9;;82,06521739;;Lote cultivado en Maíz.;Maiz
9757;Cotorra;Cotorrra;23-300-316;Cotorrra-17;27/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;205;205;;;;Trampa en buen estado.;establecimiento de cultivo
9499;Cotorra;Cotorrra;23-300-319;Cotorrra-2;13/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;204;204;;;;Trampa en buen Estado.;establecimiento de cultivo
263;Cerete;ceresanpela2;23-686-70;cereSanpela2-20;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;9;9;;82,06521739;;Lote sembrado en Maíz.;Maiz
261;Cerete;ceresanpela2;23-686-68;cereSanpela2-18;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;7;7;;82,06521739;;Lote cultivado en Maíz.;Maiz
8468;Lorica;Loorica;23-417-350;Loorica-3;30/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;20;180;200;7,073333333;83,26190476;33,01333333;Trampa en buen Estado.;establecimiento de cultivo
12176;Lorica;Loorica;23-417-343;Loorica-2;29/01/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;12;188;200;0;76,9787234;36,0875;Trampa en buen estado.;Maiz
252;Cerete;ceresanpela2;23-162-59;cereSanpela2-9;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;6;6;;82,06521739;;Lote cultivado en Maíz.;Maiz
258;Cerete;ceresanpela2;23-686-65;cereSanpela2-15;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;3;3;;82,06521739;;Lote sembrado en Maíz.;Maiz
88;Lorica;lorica;23-182-114;lorica-14;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;6;192;198;3,04;80,02857143;33,48;Lote sembrado en Maíz.;Maiz
265;Cerete;ceresanpela2;23-686-72;cereSanpela2-22;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;3;3;;82,06521739;;Lote cultivado en Maíz.;Maiz
268;Cerete;ceresanpela2;23-686-75;cereSanpela2-25;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;3;3;;82,06521739;;Lote sembrado en Maíz.;Maiz
244;Cerete;ceresanpela2;23-162-51;cereSanpela2-1;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote sembrado en Maíz.;Maiz
256;Cerete;ceresanpela2;23-686-63;cereSanpela2-13;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote cultivado en Maíz.;Maiz
1007;Monteria;monteria;23-162-189;monteria-3;15/08/2013;ICA(Instituto Colombiano Agropecuario);veda;7;186;193;2,18;;33,12307692;CON MAIZ;Maiz
9621;Cotorra;Cotorrra;23-300-315;Cotorrra-16;21/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;192;192;;;;Trampa en buen Estado.;establecimiento de cultivo
500;Lorica;lorica;23-417-123;lorica-23;14/06/2013;ICA(Instituto Colombiano Agropecuario);veda;0;190;190;4,98;80,75609756;33,04;Area sembrada en Maíz.;Maiz
264;Cerete;ceresanpela2;23-686-71;cereSanpela2-21;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote cultivado en Maíz.;Maiz
266;Cerete;ceresanpela2;23-686-73;cereSanpela2-23;28/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote cultivado en Maíz.;Maiz
229;Cerete;ceresanpela1;23-686-36;cereSanpela1-11;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;47;781;828;;82,06521739;;Lote sembrado en Maíz.;Maiz
228;Cerete;ceresanpela1;23-686-35;cereSanpela1-10;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;39;708;747;;82,06521739;;Lote sembrado en Maíz.;Maiz
225;Cerete;ceresanpela1;23-162-32;cereSanpela1-7;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;32;594;626;;82,06521739;;Lote sembrado en Maíz.;Maiz
847;Cienaga de Oro;cienaga;23-162-152;cienaga-2;15/07/2013;ICA(Instituto Colombiano Agropecuario);veda;0;188;188;0,446666667;83,36363636;34,56;Area sembrada en Maíz.;Maiz
226;Cerete;ceresanpela1;23-162-33;cereSanpela1-8;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;45;551;596;;82,06521739;;Lote sembrado en Maíz.;Maiz
227;Cerete;ceresanpela1;23-162-34;cereSanpela1-9;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;63;525;588;;82,06521739;;Lote sembrado en Maíz.;Maiz
239;Cerete;ceresanpela1;23-686-46;cereSanpela1-21;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;26;192;218;;82,06521739;;Lote sembrado en Maíz.;Maiz
849;Cienaga de Oro;cienaga;23-162-154;cienaga-4;15/07/2013;ICA(Instituto Colombiano Agropecuario);veda;3;182;185;0,446666667;83,36363636;34,56;Area sembrada en Maíz.;Maiz
5987;Valencia;valencia;23-855-134;valencia-9;26/09/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;3;182;185;5,653333333;;;Trampa en buen Estado.;establecimiento de cultivo
6212;Cienaga de Oro;cienaga;23-189-165;cienaga-15;15/10/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;4;181;185;7,7;84,25641026;31,74666667;Trampa en buen Estado.;establecimiento de cultivo
8483;Lorica;Loorica;23-417-344;Loorica-20;30/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;85;100;185;7,073333333;83,26190476;33,01333333;Trampa en buen Estado.;establecimiento de cultivo
331;Monteria;monteria;23-001-191;monteria-5;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;2;181;183;;;;Lote cultivado en Maíz.;Maiz
9738;Lorica;Loorica;23-300-347;Loorica-23;27/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;180;182;8,4625;78,87234043;32,5875;Trampa en buen Estado.;establecimiento de cultivo
224;Cerete;ceresanpela1;23-162-31;cereSanpela1-6;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;15;143;158;;82,06521739;;Lote sembrado en Maíz.;Maiz
144;Cienaga de Oro;cienaga;23-162-152;cienaga-2;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;8;171;179;4,793333333;88,6;32,48666667;Lote sembrado en Maíz.;Maiz
512;Cienaga de Oro;cienaga;23-189-160;cienaga-10;25/06/2013;ICA(Instituto Colombiano Agropecuario);veda;4;175;179;4,12;85,22727273;33,47333333;Area sembrada en Maíz.;Maiz
222;Cerete;ceresanpela1;23-162-29;cereSanpela1-4;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;13;64;77;;82,06521739;;Area sembrada en Maiz;Maiz
237;Cerete;ceresanpela1;23-686-44;cereSanpela1-19;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;6;52;58;;82,06521739;;Lote sembrado en Maíz.;Maiz
499;Lorica;lorica;23-417-122;lorica-22;14/06/2013;ICA(Instituto Colombiano Agropecuario);veda;0;177;177;4,98;80,75609756;33,04;Area sembrada en Maíz.;Maiz
13531;Lorica;Loorica;23-417-350;Loorica-3;27/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;7;170;177;11,6;88,9375;32,1125;Trampa en buen estado.;establecimiento de cultivo
5307;Valencia;valencia;23-855-128;valencia-3;30/07/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;174;176;2,28125;;;Trampa en buen Estado.;establecimiento de cultivo
230;Cerete;ceresanpela1;23-162-37;cereSanpela1-12;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;26;26;;82,06521739;;Lote sembrado en Maíz.;Maiz
9501;Cotorra;Cotorrra;23-300-327;Cotorrra-4;13/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;175;175;;;;Trampa en buen Estado.;establecimiento de cultivo
9434;Valencia;Valeencia;23-855-373;Valeencia-11;13/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;174;174;6,906666667;;;Trampa en buen Estado.;formacion de flores
10213;Cotorra;Cotorrra;23-300-315;Cotorrra-16;18/08/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;174;174;;;;Trampa en buen estado.;establecimiento de cultivo
232;Cerete;ceresanpela1;23-162-39;cereSanpela1-14;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;4;13;17;;82,06521739;;Lote sembrado en Maíz.;Maiz
233;Cerete;ceresanpela1;23-162-40;cereSanpela1-15;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;9;9;;82,06521739;;Lote sembrado en Maíz.;Maiz
8665;Lorica;Loorica;23-300-347;Loorica-23;15/05/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;3;170;173;6,2;84,59090909;32,84;Trampa en buen Estado.;establecimiento de cultivo
9426;Valencia;Valeencia;23-855-385;Valeencia-3;13/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;172;172;6,906666667;;;Trampa en buen Estado.;formacion de botones
236;Cerete;ceresanpela1;23-686-43;cereSanpela1-18;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;8;8;;82,06521739;;Lote sembrado en Maíz.;Maiz
235;Cerete;ceresanpela1;23-686-42;cereSanpela1-17;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;5;5;;82,06521739;;Lote sembrado en Maíz.;Maiz
238;Cerete;ceresanpela1;23-686-45;cereSanpela1-20;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;5;5;;82,06521739;;Lote sembrado en Maíz.;Maiz
219;Cerete;ceresanpela1;23-162-26;cereSanpela1-1;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;4;4;;82,06521739;;Lote sembrado en Maíz.;Maiz
220;Cerete;ceresanpela1;23-162-27;cereSanpela1-2;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;3;3;;82,06521739;;Lote sembrado en Maíz.;Maiz
243;Cerete;ceresanpela1;23-686-50;cereSanpela1-25;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;3;3;;82,06521739;;Lote sembrado en Maíz.;Maiz
5976;Lorica;lorica;23-417-123;lorica-23;26/09/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;161;167;1;80,21052632;32,48;Trampa en buen Estado.;establecimiento de cultivo
5977;Lorica;lorica;23-417-124;lorica-24;26/09/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;161;167;1;80,21052632;32,48;Trampa en buen Estado.;establecimiento de cultivo
9747;Cotorra;Cotorrra;23-300-330;Cotorrra-7;27/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;167;167;;;;Trampa en buen estado.;establecimiento de cultivo
10004;Cotorra;Cotorrra;23-300-323;Cotorrra-23;04/08/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;167;167;;;;Trampa en buen estado.;establecimiento de cultivo
221;Cerete;ceresanpela1;23-162-28;cereSanpela1-3;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote sembraddo en Maíz.;Maiz
223;Cerete;ceresanpela1;23-162-30;cereSanpela1-5;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote sembrado en Maíz.;Maiz
231;Cerete;ceresanpela1;23-686-38;cereSanpela1-13;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote sembrado en Maíz.;Maiz
234;Cerete;ceresanpela1;23-686-41;cereSanpela1-16;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote sembrado en Maiz.;Maiz
80;Lorica;lorica;23-417-106;lorica-6;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;34;130;164;3,04;80,02857143;33,48;Lote sembrado en Maíz.;Maiz
240;Cerete;ceresanpela1;23-686-47;cereSanpela1-22;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote sembrado en Maíz.;Maiz
241;Cerete;ceresanpela1;23-686-48;cereSanpela1-23;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote sembrado en Maíz.;Maiz
242;Cerete;ceresanpela1;23-686-49;cereSanpela1-24;29/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Lote sembrado en Maíz.;Maiz
199;Cerete;ceresancar;23-162-6;cereSancar-6;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;2;273;275;;82,06521739;;Area sembrada en Maíz.;Maiz
195;Cerete;ceresancar;23-162-2;cereSancar-2;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;8;207;215;;82,06521739;;Area sembrada en Maíz.;Maiz
202;Cerete;ceresancar;23-678-9;cereSancar-9;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;9;118;127;;82,06521739;;Area sembrada en Maíz.;Maiz
8680;Cotorra;Cotorrra;23-300-311;Cotorrra-12;15/05/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;5;156;161;;;;Trampa en buen Estado.;establecimiento de cultivo
212;Cerete;ceresancar;23-678-19;cereSancar-19;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;4;109;113;;82,06521739;;Area sembrada en Maíz.;Maiz
196;Cerete;ceresancar;23-162-3;cereSancar-3;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;64;64;;82,06521739;;Area sembrada en Maíz.;Maiz
215;Cerete;ceresancar;23-678-22;cereSancar-22;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;1;48;49;;82,06521739;;Area sembrada en Maíz.;Maiz
7335;Lorica;lorica;23-417-111;lorica-11;16/01/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;20;140;160;0;83,14705882;32,78461538;Trampa en buen Estado.;establecimiento de cultivo
9181;Lorica;Loorica;23-417-336;Loorica-12;30/06/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;1;159;160;6,546666667;82,26666667;33,50666667;Trampa en buen Estado.;establecimiento de cultivo
9223;Monteria;Monteriia;23-162-370;Monteriia-9;30/06/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;14;145;159;0;;36,48333333;Trampa en buen Estado.;establecimiento de cultivo
198;Cerete;ceresancar;23-162-5;cereSancar-5;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;1;46;47;;82,06521739;;Area sembrada en Maíz.;Maiz
207;Cerete;ceresancar;23-678-14;cereSancar-14;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;15;18;33;;82,06521739;;Area sembrada en Maíz.;Maiz
490;Lorica;lorica;23-182-113;lorica-13;14/06/2013;ICA(Instituto Colombiano Agropecuario);veda;0;157;157;4,98;80,75609756;33,04;Area sembrada en Maíz.;Maiz
566;Cotorra;cotorra;23-300-86;cotorra-11;26/06/2013;ICA(Instituto Colombiano Agropecuario);veda;0;157;157;;;;Lote sembrado en Maíz.;Maiz
197;Cerete;ceresancar;23-162-4;cereSancar-4;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;2;28;30;;82,06521739;;Area sembrada en Maíz.;Maiz
200;Cerete;ceresancar;23-189-7;cereSancar-7;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;25;25;;82,06521739;;Area sembrada en Maíz.;Maiz
201;Cerete;ceresancar;23-189-8;cereSancar-8;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;21;21;;82,06521739;;Area sembrada en Maíz.;Maiz
203;Cerete;ceresancar;23-678-10;cereSancar-10;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;20;20;;82,06521739;;Area sembrada en Maíz.;Maiz
216;Cerete;ceresancar;23-678-23;cereSancar-23;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;17;17;;82,06521739;;Area sembrada en Maíz.;Maiz
10282;Lorica;Loorica;23-300-347;Loorica-23;31/08/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;6;148;154;6,2375;83,91111111;32,275;Trampa en buen estado.;establecimiento de cultivo
517;Cienaga de Oro;cienaga;23-189-165;cienaga-15;25/06/2013;ICA(Instituto Colombiano Agropecuario);veda;6;147;153;4,12;85,22727273;33,47333333;Area sembrada en Maíz.;Maiz
13183;Lorica;Loorica;23-300-347;Loorica-23;29/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;20;133;153;3,706666667;89,48837209;32,15384615;Trampa en buen estado.;Maiz
218;Cerete;ceresancar;23-162-25;cereSancar-25;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;14;14;;82,06521739;;Area sembrada en Maíz.;Maiz
205;Cerete;ceresancar;23-162-12;cereSancar-12;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;10;10;;82,06521739;;Area sembrada en Maíz.;Maiz
9431;Valencia;Valeencia;23-855-390;Valeencia-8;13/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;152;152;6,906666667;;;Trampa en buen Estado.;formacion de botones
211;Cerete;ceresancar;23-678-18;cereSancar-18;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;3;7;10;;82,06521739;;Area sembrada en Maíz.;Maiz
13161;Lorica;Loorica;23-417-333;Loorica-1;29/04/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;15;135;150;3,706666667;89,48837209;32,15384615;Trampa en buen estado.;establecimiento de cultivo
81;Lorica;lorica;23-182-107;lorica-7;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;19;130;149;3,04;80,02857143;33,48;Lote sembrado en Maiz.;Maiz
9754;Cotorra;Cotorrra;23-300-313;Cotorrra-14;27/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;149;149;;;;Trampa en buen estado.;establecimiento de cultivo
7603;Lorica;Loorica;23-417-355;Loorica-9;13/02/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;8;140;148;0;82,51111111;32,74666667;Trampa en buen Estado.;establecimiento de cultivo
97;Lorica;lorica;23-417-123;lorica-23;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;147;147;3,04;80,02857143;33,48;Lote sembrado en Maíz.;Maiz
99;Lorica;lorica;23-417-125;lorica-25;15/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;147;147;3,04;80,02857143;33,48;Lote sembrado en Maíz.;Maiz
644;Monteria;monteria;23-001-191;monteria-5;28/06/2013;ICA(Instituto Colombiano Agropecuario);veda;0;147;147;4,593333333;;33,3;Area sembrada en Maíz.;Maiz
206;Cerete;ceresancar;23-678-13;cereSancar-13;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;7;7;;82,06521739;;Area sembrada en Maíz.;Maiz
9506;Cotorra;Cotorrra;23-300-332;Cotorrra-9;13/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;146;146;;;;Trampa en buen Estado.;establecimiento de cultivo
9947;Lorica;Loorica;23-417-336;Loorica-12;04/08/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;146;146;1,7;77,3255814;33,69333333;Trampa en buen estado.;establecimiento de cultivo
8288;Lorica;Loorica;23-417-354;Loorica-8;15/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;25;120;145;0;80,04444444;33,44;Trampa en buen Estado.;establecimiento de cultivo
396;Cienaga de Oro;cienaga;23-189-161;cienaga-11;18/06/2013;ICA(Instituto Colombiano Agropecuario);veda;9;134;143;8,56;84,75555556;33,79333333;Lote sembrado en Maíz.;Maiz
8477;Lorica;Loorica;23-417-337;Loorica-14;30/04/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;40;103;143;7,073333333;83,26190476;33,01333333;Trampa en buen Estado.;establecimiento de cultivo
208;Cerete;ceresancar;23-678-15;cereSancar-15;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;5;5;;82,06521739;;Area sembrada en Maíz.;Maiz
210;Cerete;ceresancar;23-678-17;cereSancar-17;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;4;4;;82,06521739;;Area sembrada en Maíz.;Maiz
5252;Cienaga de Oro;cienaga;23-189-174;cienaga-24;15/07/2014;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;10;132;142;1,64;81,65909091;33;Trampa en buen Estado.;establecimiento de cultivo
9998;Cotorra;Cotorrra;23-300-316;Cotorrra-17;04/08/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;141;141;;;;Trampa en buen estado.;establecimiento de cultivo
10994;Lorica;Loorica;23-417-351;Loorica-4;15/10/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;5;135;140;8,853333333;78,65116279;34,16;Trampa en buen estado.;establecimiento de cultivo
8268;Cotorra;Cotorrra;23-300-311;Cotorrra-12;27/03/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;16;123;139;;;;Trampa en buen Estado.;establecimiento de cultivo
13529;Lorica;Loorica;23-417-333;Loorica-1;27/05/2016;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;2;137;139;11,6;88,9375;32,1125;Trampa en buen estado.;establecimiento de cultivo
217;Cerete;ceresancar;23-678-24;cereSancar-24;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;3;3;;82,06521739;;Area sembrada en Maíz.;Maiz
214;Cerete;ceresancar;23-678-21;cereSancar-21;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;2;2;;82,06521739;;Area sembrada en Maíz.;Maiz
204;Cerete;ceresancar;23-678-11;cereSancar-11;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;1;1;;82,06521739;;Area sembrada en Maíz.;Maiz
591;Lorica;lorica;23-417-111;lorica-11;28/06/2013;ICA(Instituto Colombiano Agropecuario);veda;0;137;137;0,246666667;82,11363636;33,47142857;Area sembrada en Maíz.;
194;Cerete;ceresancar;23-162-1;cereSancar-1;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Area sembrada en Maíz.;Maiz
209;Cerete;ceresancar;23-678-16;cereSancar-16;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Area sembrada en Maíz.;Maiz
213;Cerete;ceresancar;23-678-20;cereSancar-20;30/05/2013;ICA(Instituto Colombiano Agropecuario);veda;0;0;0;;82,06521739;;Area sembrada en Maíz.;Maiz
650;Cerete;ceresancar;23-162-2;cereSancar-2;14/06/2013;ICA(Instituto Colombiano Agropecuario);veda;3;196;199;5,526666667;79,63636364;;Area sembrada en Maíz.;Maiz
655;Cerete;ceresancar;23-189-7;cereSancar-7;14/06/2013;ICA(Instituto Colombiano Agropecuario);veda;4;186;190;5,526666667;79,63636364;;Area sembrada en Maíz.;Maiz
11043;Lorica;Loorica;23-417-355;Loorica-9;30/10/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;5;130;135;5,875;80,61702128;31,3;Trampa en buen estado.;establecimiento de cultivo
657;Cerete;ceresancar;23-678-9;cereSancar-9;14/06/2013;ICA(Instituto Colombiano Agropecuario);veda;2;113;115;5,526666667;79,63636364;;Area sembrada en Maíz.;Maiz
9753;Cotorra;Cotorrra;23-300-312;Cotorrra-13;27/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;133;133;;;;Trampa en buen estado.;establecimiento de cultivo
9763;Cotorra;Cotorrra;23-300-323;Cotorrra-23;27/07/2015;ICA(Instituto Colombiano Agropecuario);establecimiento de cultivo;0;133;133;;;;Trampa en buen estado.;establecimiento de cultivo
